plot_id,rep,block,range,column,entry,location,planting_date,trt,byd,yield,ndvi_033116,ndvi_040716,ndvi_041416,ndvi_050616,ptht_033116,ptht_040716,ptht_041416,ptht_050616
16BYD00168,1,2,12,1,KS080851-K-1,Rocky,9/17/15,Untreated,35,2462,0.61,0.62,0.59,0.62,0.32,0.33,0.38,0.77
16BYD00169,2,3,13,1,KS081079-K-6,Rocky,9/17/15,Treated,5,3822,0.67,0.7,0.62,0.63,0.27,0.28,0.36,0.76
16BYD00170,2,3,13,2,KS080906-M-3,Rocky,9/17/15,Treated,0,3736,0.63,0.66,0.58,0.68,0.31,0.29,0.36,0.76
16BYD00171,2,3,13,3,V-1863,Rocky,9/17/15,Treated,5,NA,0.58,0.61,0.62,0.62,0.35,0.33,0.37,0.76
16BYD00172,2,3,13,4,KS080045-M-1,Rocky,9/17/15,Treated,5,3346,0.64,0.58,0.63,0.7,0.31,0.3,0.36,0.76
16BYD00173,2,3,13,5,Art,Rocky,9/17/15,Treated,10,3286,0.65,0.75,0.71,0.69,0.36,0.32,0.37,0.76
16BYD00174,2,3,13,6,KS080159-M-1,Rocky,9/17/15,Treated,10,3431,0.82,0.79,0.74,0.74,0.41,0.44,0.5,0.76
16BYD00175,2,3,13,7,KS080030-M-10,Rocky,9/17/15,Treated,10,3208,0.66,0.71,0.59,0.65,0.37,0.41,0.39,0.76
16BYD00176,2,3,13,8,KS080093-M-1,Rocky,9/17/15,Treated,10,4176,0.82,0.83,0.71,0.72,0.37,0.42,0.43,0.79
16BYD00177,2,3,13,9,KS080851-K-1,Rocky,9/17/15,Treated,5,3261,0.71,0.71,0.74,0.59,0.35,0.32,0.38,0.81
16BYD00178,2,3,13,10,KS080942-K-3,Rocky,9/17/15,Treated,10,3572,0.83,0.8,0.8,0.62,0.44,0.47,0.49,0.76
16BYD00179,2,3,13,11,KS080426-M-7,Rocky,9/17/15,Treated,10,2944,0.84,0.71,0.76,0.65,0.38,0.42,0.46,0.76
16BYD00180,2,3,13,12,KS081078-M-3,Rocky,9/17/15,Treated,5,2124,0.7,0.82,0.74,0.64,0.39,0.39,0.45,0.76
16BYD00181,2,3,13,13,KS080128-K-3,Rocky,9/17/15,Treated,0,3140,0.73,0.74,0.79,0.71,0.36,0.36,0.43,0.76
16BYD00182,2,3,13,14,Everest,Rocky,9/17/15,Treated,5,3500,0.67,0.7,0.73,0.7,0.39,0.44,0.49,0.76
16BYD00183,2,3,14,14,KS080315-K-5,Rocky,9/17/15,Treated,10,1734,0.86,0.73,0.8,0.75,0.37,0.42,0.45,0.75
16BYD00184,2,3,14,13,WB-CEDAR,Rocky,9/17/15,Treated,10,6759,0.73,0.75,0.79,0.61,0.38,0.4,0.45,0.76
16BYD00185,2,3,14,12,KS10DH0084-42,Rocky,9/17/15,Treated,10,2947,0.79,0.69,0.69,0.7,0.38,0.38,0.38,0.76
16BYD00186,2,3,14,11,LCS-MINT,Rocky,9/17/15,Treated,0,2885,0.69,0.79,0.62,0.67,0.37,0.4,0.41,0.76
16BYD00187,2,3,14,10,KS080080-M-14,Rocky,9/17/15,Treated,10,4244,0.82,0.81,0.82,0.7,0.41,0.45,0.45,0.77
16BYD00188,2,3,14,9,KS080093-K-18,Rocky,9/17/15,Treated,5,4342,0.75,0.72,0.7,0.67,0.36,0.35,0.4,0.77
16BYD00189,2,3,14,8,KS080093-M-18,Rocky,9/17/15,Treated,0,3913,0.67,0.71,0.76,0.74,0.37,0.36,0.39,0.76
16BYD00190,2,3,14,7,Everest,Rocky,9/17/15,Treated,0,3154,0.65,0.76,0.61,0.49,0.38,0.42,0.42,0.76
16BYD00191,2,3,14,6,Art,Rocky,9/17/15,Treated,10,3676,0.68,0.67,0.61,0.78,0.36,0.35,0.4,0.76
16BYD00192,2,3,14,5,KS081057-K-1,Rocky,9/17/15,Treated,0,3830,0.76,0.72,0.61,0.73,0.37,0.41,0.46,0.81
16BYD00193,2,3,14,4,KS080139-K-5,Rocky,9/17/15,Treated,5,3323,0.65,0.73,0.66,0.62,0.42,0.44,0.48,0.76
16BYD00194,2,3,14,3,KSOCW07S031T-K-14,Rocky,9/17/15,Treated,5,NA,0.77,0.64,0.63,0.75,0.37,0.4,0.43,0.76
16BYD00195,2,3,14,2,KS10DH0068-3,Rocky,9/17/15,Treated,5,2910,0.74,0.69,0.55,0.66,0.36,0.34,0.37,0.76
16BYD00196,2,3,14,1,KS080999-M-4,Rocky,9/17/15,Treated,0,3980,0.76,0.64,0.66,0.71,0.34,0.3,0.37,0.76
16BYD00197,2,3,15,1,KS081078-M-6,Rocky,9/17/15,Treated,5,3013,0.63,0.61,0.65,0.68,0.35,0.33,0.36,0.76
16BYD00198,2,3,15,2,Art,Rocky,9/17/15,Treated,15,3257,0.66,0.65,0.59,0.65,0.35,0.36,0.39,0.76
16BYD00199,2,3,15,3,KS080099-M-4,Rocky,9/17/15,Treated,0,4178,0.77,0.69,0.7,0.76,0.37,0.4,0.43,0.76
16BYD00200,2,3,15,4,LCS-PISTOL,Rocky,9/17/15,Treated,5,4001,0.84,0.82,0.61,0.56,0.37,0.38,0.41,0.76
16BYD00201,2,3,15,5,KS080679-K-3,Rocky,9/17/15,Treated,5,4213,0.81,0.74,0.75,0.75,0.37,0.38,0.46,0.76
16BYD00202,2,3,15,6,KS080448-K-1,Rocky,9/17/15,Treated,5,2944,0.69,0.79,0.71,0.72,0.38,0.38,0.41,0.76
16BYD00203,2,3,15,7,T158,Rocky,9/17/15,Treated,5,3045,0.81,0.81,0.78,0.63,0.37,0.39,0.44,0.76
16BYD00204,2,3,15,8,KS081079-K-9,Rocky,9/17/15,Treated,5,3253,0.81,0.8,0.78,0.69,0.38,0.42,0.45,0.76
16BYD00205,2,3,15,9,KS080099-M-9,Rocky,9/17/15,Treated,5,2818,0.86,0.75,0.66,0.74,0.38,0.38,0.44,0.76
16BYD00206,2,3,15,10,LCS-WIZARD,Rocky,9/17/15,Treated,5,4984,0.69,0.76,0.79,0.7,0.4,0.42,0.48,0.76
16BYD00207,2,3,15,11,KS080099-M-3,Rocky,9/17/15,Treated,0,3669,0.87,0.81,0.78,0.74,0.39,0.39,0.43,0.76
16BYD00208,2,3,15,12,Everest,Rocky,9/17/15,Treated,0,3494,0.7,0.86,0.74,0.72,0.41,0.45,0.53,0.86
16BYD00209,2,3,15,13,KS081098-M-7,Rocky,9/17/15,Treated,5,3367,0.81,0.79,0.7,0.71,0.38,0.41,0.45,0.77
16BYD00210,2,3,15,14,KS081098-K-3,Rocky,9/17/15,Treated,10,3399,0.72,0.83,0.76,0.76,0.4,0.4,0.48,0.77
16BYD00211,2,3,16,14,Art,Rocky,9/17/15,Treated,15,2657,0.84,0.73,0.77,0.71,0.37,0.34,0.37,0.76
16BYD00212,2,3,16,13,KS10DH0084-7,Rocky,9/17/15,Treated,5,4825,0.81,0.7,0.71,0.7,0.34,0.33,0.37,0.76
16BYD00213,2,3,16,12,KS080655-K-2,Rocky,9/17/15,Treated,0,4807,0.86,0.69,0.73,0.75,0.4,0.46,0.51,0.85
16BYD00214,2,3,16,11,KS080382-K-8,Rocky,9/17/15,Treated,5,3637,0.64,0.68,0.59,0.7,0.37,0.34,0.38,0.76
16BYD00215,2,3,16,10,Everest,Rocky,9/17/15,Treated,5,4136,0.68,0.76,0.73,0.76,0.41,0.46,0.47,0.77
16BYD00216,2,3,16,9,KS080554-K-4,Rocky,9/17/15,Treated,10,3088,0.72,0.81,0.79,0.58,0.38,0.41,0.43,0.77
16BYD00217,2,3,16,8,KS081098-K-2,Rocky,9/17/15,Treated,10,3273,0.7,0.8,0.74,0.72,0.48,0.51,0.58,0.77
16BYD00218,2,3,16,7,KS080051-M-1,Rocky,9/17/15,Treated,5,3959,0.69,0.71,0.74,0.73,0.37,0.39,0.46,0.79
16BYD00219,2,3,16,6,KS080363-M-1,Rocky,9/17/15,Treated,10,3904,0.7,0.71,0.75,0.71,0.39,0.43,0.43,0.76
16BYD00220,2,3,16,5,KS10DH0003-12,Rocky,9/17/15,Treated,5,4408,0.78,0.72,0.71,0.69,0.36,0.33,0.37,0.76
16BYD00221,2,3,16,4,KS081067-M-15,Rocky,9/17/15,Treated,5,3277,0.68,0.7,0.64,0.6,0.38,0.39,0.42,0.75
16BYD00222,2,3,16,3,WB4458,Rocky,9/17/15,Treated,5,4178,0.59,0.63,0.6,0.62,0.34,0.3,0.4,0.76
16BYD00223,2,3,16,2,HOTROD,Rocky,9/17/15,Treated,5,3347,0.58,0.68,0.57,0.5,0.37,0.36,0.38,0.76
16BYD00224,2,3,16,1,KS080597-M-4,Rocky,9/17/15,Treated,5,3512,0.64,0.74,0.71,0.7,0.35,0.34,0.39,0.76
16BYD00225,2,3,17,1,KS10DH0003-89,Rocky,9/17/15,Treated,5,2647,0.8,0.56,0.67,0.58,0.35,0.32,0.39,0.76
16BYD00226,2,3,17,2,KS10DH0003-107,Rocky,9/17/15,Treated,5,3687,0.77,0.58,0.71,0.66,0.36,0.36,0.39,0.76
16BYD00227,2,3,17,3,KS080988-M-6,Rocky,9/17/15,Treated,5,3047,0.61,0.64,0.65,0.64,0.37,0.31,0.39,0.76
16BYD00228,2,3,17,4,KS081069-M-5,Rocky,9/17/15,Treated,10,4376,0.75,0.7,0.79,0.68,0.35,0.33,0.37,0.76
16BYD00229,2,3,17,5,SY-MONUMENT,Rocky,9/17/15,Treated,5,4232,0.79,0.74,0.66,0.63,0.35,0.33,0.4,0.76
16BYD00230,2,3,17,6,KS080554-K-2,Rocky,9/17/15,Treated,5,4314,0.77,0.73,0.63,0.69,0.4,0.45,0.5,0.76
16BYD00231,2,3,17,7,KS080581-K-1,Rocky,9/17/15,Treated,5,3366,0.84,0.81,0.77,0.7,0.38,0.39,0.45,0.76
16BYD00232,2,3,17,8,KANMARK,Rocky,9/17/15,Treated,5,3899,0.84,0.73,0.71,0.7,0.37,0.36,0.37,0.75
16BYD00233,2,3,17,9,KS081067-M-4,Rocky,9/17/15,Treated,5,2495,0.76,0.74,0.82,0.72,0.4,0.43,0.52,0.8
16BYD00234,2,3,17,10,KS080234-M-11,Rocky,9/17/15,Treated,5,4046,0.8,0.82,0.69,0.62,0.37,0.4,0.42,0.76
16BYD00235,2,3,17,11,Everest,Rocky,9/17/15,Treated,5,3203,0.75,0.7,0.77,0.75,0.37,0.4,0.44,0.79
16BYD00236,2,3,17,12,KS080932-M-3,Rocky,9/17/15,Treated,0,3043,0.73,0.81,0.62,0.71,0.38,0.4,0.39,0.76
16BYD00237,2,3,17,13,KS080382-M-17,Rocky,9/17/15,Treated,10,4172,0.72,0.55,0.62,0.61,0.37,0.34,0.39,0.76
16BYD00238,2,3,17,14,Art,Rocky,9/17/15,Treated,20,3217,0.63,0.82,0.68,0.76,0.36,0.35,0.38,0.76
16BYD00239,2,3,18,14,KS080144-M-6,Rocky,9/17/15,Treated,10,2931,0.76,0.77,0.69,0.64,0.4,0.42,0.44,0.76
16BYD00240,2,3,18,13,KS080076-M-5,Rocky,9/17/15,Treated,5,3676,0.65,0.63,0.72,0.62,0.37,0.33,0.36,0.75
16BYD00241,2,3,18,12,KS080881-K-3,Rocky,9/17/15,Treated,5,3093,0.75,0.64,0.73,0.65,0.43,0.45,0.45,0.77
16BYD00242,2,3,18,11,Everest,Rocky,9/17/15,Treated,5,3031,0.81,0.82,0.67,0.67,0.39,0.41,0.48,0.8
16BYD00243,2,3,18,10,KS080669-K-2,Rocky,9/17/15,Treated,5,3006,0.62,0.62,0.63,0.63,0.39,0.37,0.43,0.73
16BYD00244,2,3,18,9,KS10DH0068-9,Rocky,9/17/15,Treated,5,1026,0.74,0.65,0.61,0.68,0.37,0.36,0.42,0.76
16BYD00245,2,3,18,8,KS080655-M-2,Rocky,9/17/15,Treated,0,4737,0.69,0.82,0.81,0.76,0.4,0.45,0.48,0.76
16BYD00246,2,3,18,7,Art,Rocky,9/17/15,Treated,5,5862,0.68,0.73,0.62,0.72,0.36,0.33,0.41,0.76
16BYD00247,2,3,18,6,KS10DL0072-15,Rocky,9/17/15,Treated,0,3620,0.77,0.78,0.8,0.71,0.37,0.39,0.44,0.76
16BYD00248,2,3,18,5,KS080698-M-10,Rocky,9/17/15,Treated,5,4980,0.61,0.68,0.7,0.76,0.36,0.34,0.39,0.78
16BYD00249,2,3,18,4,KS080261-K-3,Rocky,9/17/15,Treated,0,4021,0.69,0.77,0.63,0.72,0.37,0.36,0.38,0.76
16BYD00250,2,3,18,3,KS080655-M-4,Rocky,9/17/15,Treated,0,4158,0.66,0.66,0.62,0.57,0.34,0.3,0.37,0.76
16BYD00251,2,3,18,2,KS10DH0084-2,Rocky,9/17/15,Treated,20,3131,0.65,0.77,0.74,0.51,0.35,0.33,0.37,0.76
16BYD00252,2,3,18,1,KS080080-M-17,Rocky,9/17/15,Treated,15,3854,0.7,0.71,0.7,0.65,0.37,0.38,0.42,0.76
16BYD00253,2,4,1,15,KS081069-M-5,Rocky,9/17/15,Untreated,10,3584,0.83,NA,0.75,0.67,0.38,NA,0.46,0.76
16BYD00254,2,4,1,16,KS080159-M-1,Rocky,9/17/15,Untreated,30,3236,0.85,NA,0.79,0.7,0.42,NA,0.51,0.76
16BYD00255,2,4,1,17,KS080261-K-3,Rocky,9/17/15,Untreated,25,3557,0.77,0.86,0.83,0.74,0.45,0.48,0.54,0.82
16BYD00256,2,4,1,18,KS080099-M-9,Rocky,9/17/15,Untreated,0,2197,0.74,0.84,0.72,0.78,0.41,0.43,0.49,0.79
16BYD00257,2,4,1,19,Art,Rocky,9/17/15,Untreated,40,2902,0.76,0.83,0.73,0.71,0.37,0.34,0.39,0.76
16BYD00258,2,4,1,20,KS10DH0003-107,Rocky,9/17/15,Untreated,10,3593,0.83,0.69,0.78,0.68,0.36,0.33,0.37,0.76
16BYD00259,2,4,1,21,LCS-PISTOL,Rocky,9/17/15,Untreated,10,3467,0.72,0.74,0.79,0.75,0.38,0.41,0.46,0.76
16BYD00260,2,4,1,22,KS080881-K-3,Rocky,9/17/15,Untreated,35,2860,0.81,0.76,0.6,0.73,0.39,0.45,0.45,0.77
16BYD00261,2,4,1,23,KS080669-K-2,Rocky,9/17/15,Untreated,15,3423,0.5,0.58,0.52,0.59,0.45,0.45,0.49,0.75
16BYD00262,2,4,1,24,KS080655-K-2,Rocky,9/17/15,Untreated,15,3125,0.74,0.76,0.77,0.72,0.38,0.43,0.48,0.8
16BYD00263,2,4,1,25,KSOCW07S031T-K-14,Rocky,9/17/15,Untreated,20,2498,0.75,0.77,0.77,0.72,0.36,0.37,0.38,0.76
16BYD00264,2,4,1,26,KS080581-K-1,Rocky,9/17/15,Untreated,35,3750,0.68,0.77,0.65,0.71,0.38,0.39,0.41,0.76
16BYD00265,2,4,1,27,Everest,Rocky,9/17/15,Untreated,10,3679,0.84,0.76,0.76,0.76,0.39,0.41,0.47,0.8
16BYD00266,2,4,1,28,KS080076-M-5,Rocky,9/17/15,Untreated,15,3720,0.62,0.69,0.61,0.71,0.39,0.4,0.38,0.74
16BYD00267,2,4,2,28,KS081079-K-6,Rocky,9/17/15,Untreated,20,1965,0.84,0.71,0.75,0.72,0.37,0.41,0.43,0.76
16BYD00268,2,4,2,27,KS080030-M-10,Rocky,9/17/15,Untreated,25,3720,0.87,0.78,0.69,0.71,0.47,0.48,0.54,0.8
16BYD00269,2,4,2,26,KS080093-M-1,Rocky,9/17/15,Untreated,30,1831,0.72,0.76,0.78,0.77,0.37,0.38,0.41,0.77
16BYD00270,2,4,2,25,Art,Rocky,9/17/15,Untreated,45,2808,0.6,0.71,0.7,0.64,0.36,0.34,0.39,0.74
16BYD00271,2,4,2,24,KS080144-M-6,Rocky,9/17/15,Untreated,25,2735,0.84,0.76,0.73,0.7,0.45,0.51,0.47,0.77
16BYD00272,2,4,2,23,KS080999-M-4,Rocky,9/17/15,Untreated,10,3528,0.66,0.81,0.66,0.75,0.37,0.38,0.44,0.76
16BYD00273,2,4,2,22,KS080128-K-3,Rocky,9/17/15,Untreated,20,3185,0.84,0.83,0.73,0.63,0.4,0.43,0.49,0.79
16BYD00274,2,4,2,21,KS081057-K-1,Rocky,9/17/15,Untreated,10,4031,0.8,0.86,0.77,0.7,0.38,0.42,0.45,0.79
16BYD00275,2,4,2,20,KS10DH0003-89,Rocky,9/17/15,Untreated,10,3274,0.84,0.75,0.65,0.72,0.37,0.39,0.44,0.76
16BYD00276,2,4,2,19,KS080655-M-4,Rocky,9/17/15,Untreated,35,3225,0.72,0.72,0.75,0.57,0.37,0.41,0.46,0.76
16BYD00277,2,4,2,18,KS10DH0068-3,Rocky,9/17/15,Untreated,40,1454,0.85,0.82,0.74,0.63,0.38,0.4,0.43,0.76
16BYD00278,2,4,2,17,KS080363-M-1,Rocky,9/17/15,Untreated,20,3707,0.77,0.74,0.66,0.65,0.4,0.41,0.44,0.76
16BYD00279,2,4,2,16,Everest,Rocky,9/17/15,Untreated,5,3484,0.79,NA,0.67,0.75,0.4,NA,0.51,0.76
16BYD00280,2,4,2,15,KS080099-M-3,Rocky,9/17/15,Untreated,5,4513,0.81,NA,0.61,0.77,0.38,NA,0.46,0.77
16BYD00281,2,4,3,15,Art,Rocky,9/17/15,Untreated,60,2648,0.77,NA,0.76,0.69,0.34,NA,0.39,0.75
16BYD00282,2,4,3,16,KS10DH0084-2,Rocky,9/17/15,Untreated,40,2572,0.78,NA,0.79,0.73,0.37,NA,0.36,0.75
16BYD00283,2,4,3,17,KS081078-M-3,Rocky,9/17/15,Untreated,40,2307,0.75,0.67,0.73,0.69,0.37,0.38,0.44,0.75
16BYD00284,2,4,3,18,KS10DL0072-15,Rocky,9/17/15,Untreated,45,3010,0.63,0.71,0.66,0.64,0.39,0.43,0.5,0.76
16BYD00285,2,4,3,19,KS080655-M-2,Rocky,9/17/15,Untreated,35,3368,0.81,0.82,0.72,0.77,0.42,0.43,0.49,0.77
16BYD00286,2,4,3,20,KS081098-K-3,Rocky,9/17/15,Untreated,25,2931,0.67,0.79,0.78,0.66,0.38,0.41,0.44,0.76
16BYD00287,2,4,3,21,Everest,Rocky,9/17/15,Untreated,15,3316,0.85,0.72,0.71,0.63,0.41,0.43,0.47,0.76
16BYD00288,2,4,3,22,KS080051-M-1,Rocky,9/17/15,Untreated,35,3085,0.8,0.72,0.82,0.78,0.4,0.4,0.42,0.76
16BYD00289,2,4,3,23,KS080906-M-3,Rocky,9/17/15,Untreated,10,3384,0.7,0.82,0.76,0.64,0.38,0.39,0.43,0.8
16BYD00290,2,4,3,24,KS10DH0084-7,Rocky,9/17/15,Untreated,30,2805,0.74,0.85,0.76,0.65,0.37,0.37,0.39,0.76
16BYD00291,2,4,3,25,KS080679-K-3,Rocky,9/17/15,Untreated,15,3231,0.83,0.8,0.8,0.73,0.37,0.42,0.42,0.77
16BYD00292,2,4,3,26,KS10DH0084-42,Rocky,9/17/15,Untreated,15,3364,0.75,0.75,0.74,0.7,0.36,0.38,0.38,0.76
16BYD00293,2,4,3,27,KS080045-M-1,Rocky,9/17/15,Untreated,15,3072,0.79,0.72,0.68,0.77,0.37,0.34,0.37,0.76
16BYD00294,2,4,3,28,KS080554-K-4,Rocky,9/17/15,Untreated,20,2944,0.79,0.8,0.75,0.68,0.39,0.44,0.44,0.76
16BYD00295,2,4,4,28,WB4458,Rocky,9/17/15,Untreated,10,4324,0.66,0.77,0.72,0.79,0.36,0.37,0.41,0.8
16BYD00296,2,4,4,27,KS080234-M-11,Rocky,9/17/15,Untreated,25,1946,0.83,0.76,0.74,0.72,0.39,0.41,0.45,0.78
16BYD00297,2,4,4,26,KS080093-K-18,Rocky,9/17/15,Untreated,30,2978,0.79,0.8,0.77,0.75,0.37,0.37,0.38,0.76
16BYD00298,2,4,4,25,Everest,Rocky,9/17/15,Untreated,10,3626,0.88,0.85,0.83,0.76,0.4,0.43,0.5,0.78
16BYD00299,2,4,4,24,KS080080-M-17,Rocky,9/17/15,Untreated,30,1685,0.81,0.74,0.75,0.63,0.42,0.46,0.47,0.76
16BYD00300,2,4,4,23,KS080698-M-10,Rocky,9/17/15,Untreated,20,3109,0.64,0.76,0.72,0.7,0.38,0.4,0.46,0.79
16BYD00301,2,4,4,22,KS080597-M-4,Rocky,9/17/15,Untreated,35,2444,0.69,0.82,0.68,0.72,0.42,0.45,0.5,0.76
16BYD00302,2,4,4,21,Art,Rocky,9/17/15,Untreated,65,2381,0.69,0.84,0.7,0.69,0.37,0.41,0.45,0.76
16BYD00303,2,4,4,20,KS10DH0003-12,Rocky,9/17/15,Untreated,20,3087,0.78,0.68,0.57,0.67,0.37,0.35,0.4,0.76
16BYD00304,2,4,4,19,KS081067-M-4,Rocky,9/17/15,Untreated,25,2862,0.77,0.78,0.81,0.72,0.41,0.43,0.45,0.82
16BYD00305,2,4,4,18,LCS-MINT,Rocky,9/17/15,Untreated,15,1977,0.86,0.84,0.79,0.75,0.39,0.4,0.44,0.76
16BYD00306,2,4,4,17,LCS-WIZARD,Rocky,9/17/15,Untreated,15,4927,0.69,0.81,0.71,0.65,0.37,0.39,0.42,0.76
16BYD00307,2,4,4,16,KS080988-M-6,Rocky,9/17/15,Untreated,15,2713,0.72,NA,0.63,0.7,0.37,NA,0.4,0.76
16BYD00308,2,4,4,15,KS081067-M-15,Rocky,9/17/15,Untreated,15,2624,0.7,NA,0.64,0.66,0.42,NA,0.46,0.76
16BYD00309,2,4,5,15,KS081078-M-6,Rocky,9/17/15,Untreated,20,2744,0.83,NA,0.75,0.73,0.37,NA,0.45,0.8
16BYD00310,2,4,5,16,KS081098-M-7,Rocky,9/17/15,Untreated,35,3179,0.76,NA,0.65,0.68,0.4,NA,0.47,0.76
16BYD00311,2,4,5,17,KANMARK,Rocky,9/17/15,Untreated,5,3149,0.81,0.79,0.71,0.64,0.35,0.3,0.36,0.75
16BYD00312,2,4,5,18,SY-MONUMENT,Rocky,9/17/15,Untreated,25,3781,0.73,0.81,0.77,0.75,0.37,0.37,0.45,0.76
16BYD00313,2,4,5,19,KS080448-K-1,Rocky,9/17/15,Untreated,30,4360,0.77,0.79,0.75,0.67,0.4,0.45,0.48,0.82
16BYD00314,2,4,5,20,KS080099-M-4,Rocky,9/17/15,Untreated,15,4094,0.76,0.84,0.79,0.76,0.42,0.47,0.53,0.78
16BYD00315,2,4,5,21,KS080932-M-3,Rocky,9/17/15,Untreated,20,2449,0.64,0.68,0.64,0.67,0.43,0.45,0.46,0.76
16BYD00316,2,4,5,22,KS080942-K-3,Rocky,9/17/15,Untreated,25,5479,0.74,0.72,0.81,0.75,0.38,0.44,0.45,0.76
16BYD00317,2,4,5,23,KS080426-M-7,Rocky,9/17/15,Untreated,40,3170,0.77,0.76,0.79,0.72,0.39,0.44,0.5,0.78
16BYD00318,2,4,5,24,KS080093-M-18,Rocky,9/17/15,Untreated,30,3028,0.86,0.76,0.74,0.75,0.4,0.45,0.45,0.76
16BYD00319,2,4,5,25,Art,Rocky,9/17/15,Untreated,55,1772,0.79,0.73,0.76,0.57,0.37,0.37,0.41,0.76
16BYD00320,2,4,5,26,KS080382-K-8,Rocky,9/17/15,Untreated,25,3631,0.75,0.77,0.75,0.65,0.37,0.43,0.4,0.76
16BYD00321,2,4,5,27,Everest,Rocky,9/17/15,Untreated,10,3115,0.71,0.82,0.79,0.7,0.4,0.43,0.47,0.81
16BYD00322,2,4,5,28,KS080080-M-14,Rocky,9/17/15,Untreated,30,3188,0.82,0.79,0.69,0.67,0.45,0.49,0.5,0.76
16BYD00323,2,4,6,28,KS10DH0068-9,Rocky,9/17/15,Untreated,20,1465,0.84,0.83,0.7,0.65,0.37,0.4,0.4,0.76
16BYD00324,2,4,6,27,V-1863,Rocky,9/17/15,Untreated,20,3076,0.82,0.68,0.68,0.71,0.38,0.36,0.42,0.79
16BYD00325,2,4,6,26,KS080382-M-17,Rocky,9/17/15,Untreated,10,2352,0.64,0.76,0.72,0.69,0.36,0.35,0.38,0.76
16BYD00326,2,4,6,25,KS081079-K-9,Rocky,9/17/15,Untreated,15,2967,0.63,0.68,0.71,0.74,0.36,0.36,0.43,0.77
16BYD00327,2,4,6,24,KS080554-K-2,Rocky,9/17/15,Untreated,10,3483,0.83,0.85,0.69,0.68,0.42,0.45,0.49,0.78
16BYD00328,2,4,6,23,KS080139-K-5,Rocky,9/17/15,Untreated,20,3494,0.66,0.79,0.7,0.72,0.45,0.51,0.51,0.84
16BYD00329,2,4,6,22,T158,Rocky,9/17/15,Untreated,30,2186,0.81,0.81,0.72,0.73,0.37,0.41,0.43,0.77
16BYD00330,2,4,6,21,KS080851-K-1,Rocky,9/17/15,Untreated,25,2598,0.64,0.84,0.67,0.7,0.37,0.41,0.41,0.8
16BYD00331,2,4,6,20,Everest,Rocky,9/17/15,Untreated,15,3391,0.79,0.71,0.78,0.75,0.4,0.47,0.49,0.76
16BYD00332,2,4,6,19,HOTROD,Rocky,9/17/15,Untreated,10,3429,0.74,0.75,0.62,0.67,0.4,0.44,0.45,0.76
16BYD00333,2,4,6,18,KS081098-K-2,Rocky,9/17/15,Untreated,35,3594,0.78,0.77,0.73,0.67,0.43,0.49,0.51,0.77
16BYD00334,2,4,6,17,WB-CEDAR,Rocky,9/17/15,Untreated,15,4831,0.81,0.76,0.81,0.68,0.4,0.39,0.43,0.76
16BYD00335,2,4,6,16,KS080315-K-5,Rocky,9/17/15,Untreated,30,2736,0.82,NA,0.81,0.74,0.37,NA,0.44,0.75
