plot_id,rep,block,range,column,entry,location,planting_date,trt,byd,yield,ndvi_033116,ndvi_040716,ndvi_041416,ndvi_050616,ptht_033116,ptht_040716,ptht_041416,ptht_050616
16BYD00336,2,4,6,15,Art,Rocky,9/17/15,Untreated,45,2535,0.75,NA,0.65,0.72,0.37,NA,0.46,0.77
16BYD00337,3,5,7,15,KS080099-M-3,Rocky,9/17/15,Treated,5,4175,0.76,NA,0.72,0.77,0.37,NA,0.47,0.8
16BYD00338,3,5,7,16,KS080655-K-2,Rocky,9/17/15,Treated,10,2259,0.73,NA,0.77,0.72,0.44,NA,0.55,0.81
16BYD00339,3,5,7,17,Everest,Rocky,9/17/15,Treated,5,3380,0.72,0.77,0.8,0.68,0.43,0.46,0.53,0.82
16BYD00340,3,5,7,18,KS080554-K-2,Rocky,9/17/15,Treated,5,4999,0.82,0.77,0.8,0.75,0.41,0.42,0.45,0.78
16BYD00341,3,5,7,19,Art,Rocky,9/17/15,Treated,30,2717,0.68,0.77,0.73,0.77,0.37,0.38,0.39,0.77
16BYD00342,3,5,7,20,KS10DH0068-9,Rocky,9/17/15,Treated,25,3408,0.77,0.78,0.78,0.73,0.38,0.42,0.44,0.76
16BYD00343,3,5,7,21,KS080093-K-18,Rocky,9/17/15,Treated,5,6051,0.85,0.82,0.74,0.73,0.37,0.4,0.45,0.87
16BYD00344,3,5,7,22,KS080080-M-14,Rocky,9/17/15,Treated,5,3378,0.81,0.81,0.61,0.77,0.45,0.46,0.51,0.8
16BYD00345,3,5,7,23,KS081067-M-4,Rocky,9/17/15,Treated,5,2932,0.85,0.74,0.73,0.61,0.41,0.47,0.5,0.87
16BYD00346,3,5,7,24,KS10DH0068-3,Rocky,9/17/15,Treated,10,4998,0.73,0.73,0.76,0.75,0.38,0.43,0.45,0.76
16BYD00347,3,5,7,25,SY-MONUMENT,Rocky,9/17/15,Treated,5,4307,0.7,0.77,0.76,0.72,0.37,0.38,0.44,0.82
16BYD00348,3,5,7,26,KS10DH0003-107,Rocky,9/17/15,Treated,5,3849,0.8,0.81,0.77,0.8,0.38,0.36,0.4,0.78
16BYD00349,3,5,7,27,KS080076-M-5,Rocky,9/17/15,Treated,5,2885,0.84,0.74,0.66,0.73,0.38,0.35,0.38,0.76
16BYD00350,3,5,7,28,KS080851-K-1,Rocky,9/17/15,Treated,5,5019,0.87,0.84,0.71,0.75,0.38,0.43,0.43,0.81
16BYD00351,3,5,8,28,KS080128-K-3,Rocky,9/17/15,Treated,15,1772,0.8,0.84,0.79,0.8,0.41,0.46,0.51,0.84
16BYD00352,3,5,8,27,KS080597-M-4,Rocky,9/17/15,Treated,5,3142,0.78,0.81,0.74,0.63,0.43,0.45,0.5,0.76
16BYD00353,3,5,8,26,Everest,Rocky,9/17/15,Treated,5,4107,0.7,0.67,0.75,0.76,0.39,0.44,0.47,0.76
16BYD00354,3,5,8,25,KS080554-K-4,Rocky,9/17/15,Treated,5,3687,0.77,0.84,0.63,0.72,0.39,0.41,0.44,0.8
16BYD00355,3,5,8,24,KS080581-K-1,Rocky,9/17/15,Treated,5,5301,0.74,0.77,0.73,0.75,0.38,0.43,0.45,0.76
16BYD00356,3,5,8,23,KS081098-K-3,Rocky,9/17/15,Treated,5,3706,0.78,0.83,0.68,0.73,0.4,0.43,0.49,0.79
16BYD00357,3,5,8,22,KS10DL0072-15,Rocky,9/17/15,Treated,5,2998,0.73,0.82,0.84,0.68,0.43,0.45,0.52,0.8
16BYD00358,3,5,8,21,KS081057-K-1,Rocky,9/17/15,Treated,0,4042,0.71,0.79,0.68,0.7,0.41,0.48,0.53,0.92
16BYD00359,3,5,8,20,KS080942-K-3,Rocky,9/17/15,Treated,10,3820,0.79,0.82,0.77,0.78,0.42,0.49,0.49,0.82
16BYD00360,3,5,8,19,KS081069-M-5,Rocky,9/17/15,Treated,0,3768,0.84,0.83,0.7,0.77,0.37,0.37,0.42,0.86
16BYD00361,3,5,8,18,KS080234-M-11,Rocky,9/17/15,Treated,25,1330,0.79,0.7,0.76,0.71,0.38,0.39,0.44,0.78
16BYD00362,3,5,8,17,KS080093-M-1,Rocky,9/17/15,Treated,10,3286,0.81,0.85,0.71,0.72,0.38,0.4,0.49,0.85
16BYD00363,3,5,8,16,Art,Rocky,9/17/15,Treated,10,2362,0.82,NA,0.76,0.76,0.38,NA,0.48,0.78
16BYD00364,3,5,8,15,KS080906-M-3,Rocky,9/17/15,Treated,10,1648,0.71,NA,0.8,0.68,0.37,NA,0.42,0.82
16BYD00365,3,5,9,15,KS081098-M-7,Rocky,9/17/15,Treated,20,2918,0.82,NA,0.7,0.71,0.4,NA,0.45,0.76
16BYD00366,3,5,9,16,KS080655-M-2,Rocky,9/17/15,Treated,5,2565,0.74,NA,0.79,0.8,0.41,NA,0.5,0.77
16BYD00367,3,5,9,17,KS081098-K-2,Rocky,9/17/15,Treated,10,4700,0.81,0.8,0.83,0.74,0.44,0.45,0.5,0.81
16BYD00368,3,5,9,18,KS080045-M-1,Rocky,9/17/15,Treated,10,3429,0.83,0.8,0.78,0.7,0.37,0.38,0.4,0.82
16BYD00369,3,5,9,19,Art,Rocky,9/17/15,Treated,20,3782,0.81,0.78,0.7,0.63,0.37,0.41,0.41,0.81
16BYD00370,3,5,9,20,KS10DH0003-89,Rocky,9/17/15,Treated,5,3398,0.78,0.72,0.66,0.78,0.37,0.45,0.49,0.76
16BYD00371,3,5,9,21,LCS-WIZARD,Rocky,9/17/15,Treated,5,3824,0.8,0.75,0.74,0.72,0.37,0.43,0.45,0.8
16BYD00372,3,5,9,22,KS080139-K-5,Rocky,9/17/15,Treated,5,3031,0.75,0.78,0.68,0.76,0.48,0.47,0.53,0.84
16BYD00373,3,5,9,23,KS080932-M-3,Rocky,9/17/15,Treated,0,977,0.77,0.73,0.66,0.74,0.44,0.45,0.52,0.76
16BYD00374,3,5,9,24,KS10DH0003-12,Rocky,9/17/15,Treated,5,3724,0.77,0.85,0.74,0.75,0.39,0.42,0.43,0.81
16BYD00375,3,5,9,25,T158,Rocky,9/17/15,Treated,5,4188,0.84,0.82,0.63,0.66,0.37,0.4,0.47,0.76
16BYD00376,3,5,9,26,KS080382-K-8,Rocky,9/17/15,Treated,10,6741,0.81,0.8,0.64,0.74,0.37,0.36,0.37,0.76
16BYD00377,3,5,9,27,Everest,Rocky,9/17/15,Treated,5,3676,0.71,0.7,0.65,0.7,0.39,0.44,0.47,0.78
16BYD00378,3,5,9,28,KS080261-K-3,Rocky,9/17/15,Treated,5,4647,0.77,0.8,0.71,0.8,0.39,0.47,0.51,0.8
16BYD00379,3,5,10,28,KANMARK,Rocky,9/17/15,Treated,5,5099,0.72,0.81,0.78,0.76,0.37,0.37,0.38,0.76
16BYD00380,3,5,10,27,KS10DH0084-7,Rocky,9/17/15,Treated,5,4227,0.67,0.77,0.7,0.73,0.37,0.33,0.4,0.8
16BYD00381,3,5,10,26,WB-CEDAR,Rocky,9/17/15,Treated,5,5418,0.8,0.81,0.61,0.76,0.39,0.44,0.46,0.76
16BYD00382,3,5,10,25,Art,Rocky,9/17/15,Treated,5,3784,0.77,0.68,0.76,0.68,0.36,0.33,0.39,0.78
16BYD00383,3,5,10,24,KS081067-M-15,Rocky,9/17/15,Treated,5,2356,0.78,0.74,0.76,0.73,0.4,0.42,0.48,0.78
16BYD00384,3,5,10,23,Everest,Rocky,9/17/15,Treated,5,3448,0.71,0.83,0.61,0.58,0.39,0.44,0.47,0.85
16BYD00385,3,5,10,22,KS080093-M-18,Rocky,9/17/15,Treated,0,4336,0.84,0.76,0.74,0.81,0.39,0.43,0.46,0.76
16BYD00386,3,5,10,21,LCS-MINT,Rocky,9/17/15,Treated,0,5779,0.78,0.77,0.76,0.7,0.37,0.37,0.4,0.79
16BYD00387,3,5,10,20,KS080315-K-5,Rocky,9/17/15,Treated,5,3523,0.86,0.83,0.78,0.77,0.37,0.41,0.48,0.77
16BYD00388,3,5,10,19,V-1863,Rocky,9/17/15,Treated,5,2442,0.73,0.71,0.75,0.73,0.38,0.4,0.41,0.76
16BYD00389,3,5,10,18,KS080030-M-10,Rocky,9/17/15,Treated,5,3566,0.72,0.85,0.69,0.79,0.49,0.51,0.54,0.84
16BYD00390,3,5,10,17,KS080382-M-17,Rocky,9/17/15,Treated,5,4326,0.71,0.67,0.62,0.71,0.38,0.43,0.44,0.76
16BYD00391,3,5,10,16,KS080669-K-2,Rocky,9/17/15,Treated,5,3184,0.62,NA,0.74,0.75,0.41,NA,0.44,0.74
16BYD00392,3,5,10,15,KS081079-K-9,Rocky,9/17/15,Treated,5,3191,0.77,NA,0.78,0.73,0.37,NA,0.47,0.78
16BYD00393,3,5,11,15,Everest,Rocky,9/17/15,Treated,5,3138,0.79,NA,0.76,0.73,0.39,NA,0.46,0.76
16BYD00394,3,5,11,16,KS10DH0084-2,Rocky,9/17/15,Treated,10,3119,0.77,NA,0.74,0.67,0.37,NA,0.38,0.76
16BYD00395,3,5,11,17,KS080679-K-3,Rocky,9/17/15,Treated,5,1855,0.79,0.81,0.8,0.73,0.4,0.42,0.47,0.76
16BYD00396,3,5,11,18,Art,Rocky,9/17/15,Treated,15,6261,0.8,0.71,0.8,0.79,0.39,0.43,0.43,0.76
16BYD00397,3,5,11,19,KS10DH0084-42,Rocky,9/17/15,Treated,10,1039,0.68,0.72,0.67,0.69,0.36,0.33,0.39,0.76
16BYD00398,3,5,11,20,KS080426-M-7,Rocky,9/17/15,Treated,5,2647,0.75,0.83,0.74,0.71,0.41,0.45,0.47,0.76
16BYD00399,3,5,11,21,KS080099-M-9,Rocky,9/17/15,Treated,5,3579,0.85,0.85,0.82,0.66,0.39,0.42,0.48,0.81
16BYD00400,3,5,11,22,KS081079-K-6,Rocky,9/17/15,Treated,5,4553,0.76,0.82,0.82,0.78,0.36,0.39,0.39,0.8
16BYD00401,3,5,11,23,WB4458,Rocky,9/17/15,Treated,5,3718,0.82,0.64,0.54,0.73,0.35,0.3,0.37,0.77
16BYD00402,3,5,11,24,KS081078-M-6,Rocky,9/17/15,Treated,5,4657,0.65,0.69,0.63,0.8,0.37,0.34,0.37,0.77
16BYD00403,3,5,11,25,KS080051-M-1,Rocky,9/17/15,Treated,5,3807,0.71,0.83,0.78,0.7,0.37,0.4,0.45,0.88
16BYD00404,3,5,11,26,KS080655-M-4,Rocky,9/17/15,Treated,5,3393,0.71,0.69,0.69,0.69,0.37,0.34,0.37,0.76
16BYD00405,3,5,11,27,KS080999-M-4,Rocky,9/17/15,Treated,5,4432,0.79,0.81,0.71,0.71,0.37,0.35,0.38,0.8
16BYD00406,3,5,11,28,KS080881-K-3,Rocky,9/17/15,Treated,5,5117,0.86,0.67,0.74,0.79,0.44,0.5,0.51,0.87
16BYD00407,3,5,12,28,Art,Rocky,9/17/15,Treated,20,3707,0.85,0.83,0.66,0.71,0.36,0.41,0.43,0.81
16BYD00408,3,5,12,27,KS081078-M-3,Rocky,9/17/15,Treated,5,3167,0.82,0.78,0.75,0.71,0.39,0.4,0.48,0.82
16BYD00409,3,5,12,26,KS080988-M-6,Rocky,9/17/15,Treated,5,2297,0.73,0.79,0.78,0.78,0.37,0.36,0.43,0.79
16BYD00410,3,5,12,25,KS080099-M-4,Rocky,9/17/15,Treated,0,4341,0.79,0.65,0.76,0.7,0.37,0.32,0.41,0.77
16BYD00411,3,5,12,24,KS080698-M-10,Rocky,9/17/15,Treated,5,5083,0.83,0.77,0.74,0.71,0.39,0.45,0.51,0.88
16BYD00412,3,5,12,23,KS080363-M-1,Rocky,9/17/15,Treated,10,3236,0.76,0.72,0.64,0.67,0.37,0.36,0.44,0.76
16BYD00413,3,5,12,22,KS080159-M-1,Rocky,9/17/15,Treated,5,4246,0.75,0.82,0.69,0.76,0.4,0.44,0.51,0.78
16BYD00414,3,5,12,21,KS080080-M-17,Rocky,9/17/15,Treated,5,2984,0.79,0.74,0.71,0.72,0.4,0.44,0.45,0.76
16BYD00415,3,5,12,20,KS080448-K-1,Rocky,9/17/15,Treated,5,6287,0.85,0.76,0.7,0.79,0.38,0.47,0.51,0.81
16BYD00416,3,5,12,19,KSOCW07S031T-K-14,Rocky,9/17/15,Treated,5,4665,0.8,0.82,0.78,0.77,0.39,0.4,0.46,0.77
16BYD00417,3,5,12,18,LCS-PISTOL,Rocky,9/17/15,Treated,5,3546,0.84,0.77,0.73,0.7,0.4,0.44,0.43,0.76
16BYD00418,3,5,12,17,Everest,Rocky,9/17/15,Treated,5,3523,0.86,0.81,0.74,0.73,0.38,0.45,0.47,0.77
16BYD00419,3,5,12,16,KS080144-M-6,Rocky,9/17/15,Treated,5,3200,0.73,NA,0.73,0.71,0.53,NA,0.53,0.76
16BYD00420,3,5,12,15,HOTROD,Rocky,9/17/15,Treated,5,1551,0.84,NA,0.75,0.65,0.37,NA,0.41,0.75
16BYD00421,3,6,13,15,KS080051-M-1,Rocky,9/17/15,Untreated,20,3715,0.8,NA,0.71,0.69,0.36,NA,0.37,0.76
16BYD00422,3,6,13,16,Art,Rocky,9/17/15,Untreated,65,2834,0.78,NA,0.6,0.67,0.37,NA,0.4,0.76
16BYD00423,3,6,13,17,KS080932-M-3,Rocky,9/17/15,Untreated,20,2818,0.82,0.79,0.77,0.66,0.39,0.42,0.45,0.76
16BYD00424,3,6,13,18,KS080261-K-3,Rocky,9/17/15,Untreated,15,3323,0.71,0.81,0.82,0.76,0.41,0.45,0.46,0.76
16BYD00425,3,6,13,19,KS081079-K-6,Rocky,9/17/15,Untreated,10,3051,0.81,0.68,0.66,0.59,0.37,0.31,0.37,0.76
16BYD00426,3,6,13,20,SY-MONUMENT,Rocky,9/17/15,Untreated,25,3642,0.82,0.79,0.69,0.71,0.34,0.29,0.36,0.75
16BYD00427,3,6,13,21,KS10DH0084-2,Rocky,9/17/15,Untreated,20,2502,0.77,0.76,0.72,0.68,0.37,0.37,0.4,0.76
16BYD00428,3,6,13,22,Everest,Rocky,9/17/15,Untreated,10,2027,0.69,0.83,0.82,0.65,0.39,0.44,0.46,0.78
16BYD00429,3,6,13,23,KS080080-M-17,Rocky,9/17/15,Untreated,30,2726,0.83,0.84,0.76,0.58,0.4,0.39,0.46,0.75
16BYD00430,3,6,13,24,KS080669-K-2,Rocky,9/17/15,Untreated,35,5076,0.53,0.56,0.54,0.55,0.37,0.33,0.36,0.57
16BYD00431,3,6,13,25,KS080655-K-2,Rocky,9/17/15,Untreated,15,3007,0.68,0.77,0.68,0.67,0.37,0.42,0.46,0.76
16BYD00432,3,6,13,26,KS080144-M-6,Rocky,9/17/15,Untreated,15,2641,0.64,0.69,0.64,0.63,0.41,0.42,0.46,0.76
16BYD00433,3,6,13,27,KS080093-M-1,Rocky,9/17/15,Untreated,15,4059,0.8,0.73,0.75,0.71,0.36,0.33,0.38,0.76
16BYD00434,3,6,13,28,KS080139-K-5,Rocky,9/17/15,Untreated,20,2321,0.7,0.67,0.64,0.6,0.39,0.41,0.42,0.76
16BYD00435,3,6,14,28,Art,Rocky,9/17/15,Untreated,60,3499,0.71,0.76,0.66,0.68,0.29,0.29,0.34,0.74
16BYD00436,3,6,14,27,KS080159-M-1,Rocky,9/17/15,Untreated,20,3328,0.78,0.71,0.73,0.58,0.38,0.38,0.44,0.76
16BYD00437,3,6,14,26,KS080597-M-4,Rocky,9/17/15,Untreated,15,3074,0.76,0.79,0.7,0.63,0.38,0.47,0.48,0.77
16BYD00438,3,6,14,25,LCS-PISTOL,Rocky,9/17/15,Untreated,10,2038,0.77,0.67,0.74,0.62,0.35,0.33,0.37,0.74
16BYD00439,3,6,14,24,KS081067-M-15,Rocky,9/17/15,Untreated,10,5030,0.69,0.81,0.83,0.69,0.37,0.43,0.39,0.76
16BYD00440,3,6,14,23,Everest,Rocky,9/17/15,Untreated,5,3417,0.76,0.66,0.56,0.69,0.34,0.32,0.38,0.76
16BYD00441,3,6,14,22,KS080099-M-4,Rocky,9/17/15,Untreated,10,3306,0.77,0.79,0.68,0.74,0.38,0.4,0.42,0.76
16BYD00442,3,6,14,21,KS080076-M-5,Rocky,9/17/15,Untreated,15,1623,0.73,0.68,0.75,0.54,0.37,0.38,0.4,0.74
16BYD00443,3,6,14,20,KS080655-M-4,Rocky,9/17/15,Untreated,35,3646,0.63,0.74,0.69,0.62,0.37,0.32,0.36,0.75
16BYD00444,3,6,14,19,KS080093-M-18,Rocky,9/17/15,Untreated,20,5135,0.75,0.83,0.77,0.72,0.37,0.35,0.4,0.76
16BYD00445,3,6,14,18,KS080679-K-3,Rocky,9/17/15,Untreated,10,2889,0.85,0.77,0.63,0.75,0.37,0.37,0.41,0.76
16BYD00446,3,6,14,17,KS080851-K-1,Rocky,9/17/15,Untreated,15,2664,0.67,0.68,0.67,0.68,0.36,0.34,0.36,0.78
16BYD00447,3,6,14,16,KS081069-M-5,Rocky,9/17/15,Untreated,20,4630,0.68,NA,0.62,0.69,0.38,NA,0.4,0.76
16BYD00448,3,6,14,15,KS10DH0068-3,Rocky,9/17/15,Untreated,15,2234,0.73,NA,0.64,0.61,0.34,NA,0.36,0.75
16BYD00449,3,6,15,15,KS080448-K-1,Rocky,9/17/15,Untreated,15,4397,0.76,NA,0.79,0.69,0.37,NA,0.42,0.77
16BYD00450,3,6,15,16,WB4458,Rocky,9/17/15,Untreated,10,1965,0.74,NA,0.57,0.74,0.35,NA,0.36,0.76
16BYD00451,3,6,15,17,Art,Rocky,9/17/15,Untreated,50,1855,0.81,0.75,0.76,0.62,0.37,0.34,0.38,0.76
16BYD00452,3,6,15,18,KS080030-M-10,Rocky,9/17/15,Untreated,35,2590,0.74,0.73,0.83,0.66,0.47,0.5,0.51,0.77
16BYD00453,3,6,15,19,KS080906-M-3,Rocky,9/17/15,Untreated,30,1454,0.74,0.75,0.7,0.69,0.33,0.31,0.36,0.76
16BYD00454,3,6,15,20,Everest,Rocky,9/17/15,Untreated,5,3758,0.86,0.7,0.77,0.75,0.38,0.39,0.43,0.76
16BYD00455,3,6,15,21,KS080655-M-2,Rocky,9/17/15,Untreated,15,3138,0.71,0.82,0.72,0.57,0.37,0.39,0.43,0.76
16BYD00456,3,6,15,22,KS10DH0068-9,Rocky,9/17/15,Untreated,20,1551,0.75,0.7,0.7,0.72,0.35,0.34,0.38,0.76
16BYD00457,3,6,15,23,KS080581-K-1,Rocky,9/17/15,Untreated,10,4318,0.69,0.82,0.71,0.66,0.36,0.31,0.36,0.76
16BYD00458,3,6,15,24,LCS-WIZARD,Rocky,9/17/15,Untreated,15,4137,0.77,0.69,0.65,0.71,0.36,0.38,0.37,0.76
16BYD00459,3,6,15,25,KS10DH0003-89,Rocky,9/17/15,Untreated,25,3047,0.8,0.76,0.75,0.68,0.37,0.34,0.39,0.76
16BYD00460,3,6,15,26,KS080093-K-18,Rocky,9/17/15,Untreated,40,3677,0.82,0.79,0.56,0.67,0.31,0.29,0.35,0.76
16BYD00461,3,6,15,27,KS080988-M-6,Rocky,9/17/15,Untreated,25,3039,0.65,0.8,0.67,0.67,0.37,0.32,0.38,0.76
16BYD00462,3,6,15,28,KS10DH0084-7,Rocky,9/17/15,Untreated,25,3212,0.81,0.84,0.81,0.61,0.34,0.32,0.37,0.76
16BYD00463,3,6,16,28,KS10DL0072-15,Rocky,9/17/15,Untreated,35,3094,0.63,0.69,0.69,0.7,0.37,0.32,0.37,0.75
16BYD00464,3,6,16,27,KS10DH0003-12,Rocky,9/17/15,Untreated,15,3942,0.66,0.72,0.74,0.7,0.36,0.33,0.37,0.76
16BYD00465,3,6,16,26,HOTROD,Rocky,9/17/15,Untreated,15,3588,0.88,0.75,0.72,0.67,0.37,0.36,0.37,0.76
16BYD00466,3,6,16,25,KS080554-K-4,Rocky,9/17/15,Untreated,25,3124,0.84,0.78,0.75,0.64,0.37,0.38,0.4,0.76
16BYD00467,3,6,16,24,V-1863,Rocky,9/17/15,Untreated,15,1979,0.77,0.75,0.61,0.78,0.39,0.4,0.44,0.76
16BYD00468,3,6,16,23,KS081057-K-1,Rocky,9/17/15,Untreated,20,2038,0.74,0.69,0.73,0.7,0.36,0.33,0.37,0.76
16BYD00469,3,6,16,22,KS081079-K-9,Rocky,9/17/15,Untreated,25,2647,0.68,0.8,0.77,0.69,0.35,0.34,0.37,0.76
16BYD00470,3,6,16,21,Everest,Rocky,9/17/15,Untreated,5,1934,0.83,0.76,0.78,0.64,0.37,0.39,0.41,0.76
16BYD00471,3,6,16,20,KS080363-M-1,Rocky,9/17/15,Untreated,40,3029,0.72,0.76,0.62,0.68,0.37,0.33,0.36,0.75
16BYD00472,3,6,16,19,KS080099-M-9,Rocky,9/17/15,Untreated,5,3110,0.84,0.76,0.79,0.77,0.38,0.4,0.46,0.78
16BYD00473,3,6,16,18,KS081098-K-3,Rocky,9/17/15,Untreated,30,4072,0.69,0.78,0.65,0.68,0.38,0.41,0.41,0.76
16BYD00474,3,6,16,17,Art,Rocky,9/17/15,Untreated,55,3004,0.71,0.79,0.67,0.65,0.37,0.38,0.4,0.76
16BYD00475,3,6,16,16,KS080999-M-4,Rocky,9/17/15,Untreated,15,3641,0.7,NA,0.75,0.64,0.37,NA,0.39,0.76
16BYD00476,3,6,16,15,KS080382-M-17,Rocky,9/17/15,Untreated,10,4132,0.8,NA,0.63,0.71,0.37,NA,0.37,0.76
16BYD00477,3,6,17,15,KS080942-K-3,Rocky,9/17/15,Untreated,25,2986,0.74,NA,0.7,0.69,0.37,NA,0.44,0.76
16BYD00478,3,6,17,16,T158,Rocky,9/17/15,Untreated,25,3104,0.86,NA,0.74,0.72,0.37,NA,0.41,0.76
16BYD00479,3,6,17,17,Art,Rocky,9/17/15,Untreated,40,2634,0.78,0.78,0.76,0.62,0.37,0.33,0.39,0.76
16BYD00480,3,6,17,18,KS081098-K-2,Rocky,9/17/15,Untreated,60,2607,0.83,0.73,0.77,0.68,0.44,0.44,0.45,0.77
16BYD00481,3,6,17,19,KS10DH0084-42,Rocky,9/17/15,Untreated,40,1001,0.71,0.72,0.63,0.59,0.36,0.34,0.39,0.75
16BYD00482,3,6,17,20,KS081098-M-7,Rocky,9/17/15,Untreated,30,2755,0.73,0.74,0.8,0.74,0.4,0.42,0.44,0.76
16BYD00483,3,6,17,21,WB-CEDAR,Rocky,9/17/15,Untreated,25,3560,0.74,0.71,0.66,0.69,0.38,0.4,0.43,0.76
16BYD00484,3,6,17,22,KS080881-K-3,Rocky,9/17/15,Untreated,20,3136,0.81,0.79,0.8,0.54,0.37,0.35,0.37,0.77
16BYD00485,3,6,17,23,KS081067-M-4,Rocky,9/17/15,Untreated,35,2863,0.87,0.81,0.71,0.69,0.35,0.33,0.42,0.78
16BYD00486,3,6,17,24,KS081078-M-3,Rocky,9/17/15,Untreated,45,2297,0.86,0.83,0.74,0.68,0.39,0.4,0.43,0.76
16BYD00487,3,6,17,25,KS080099-M-3,Rocky,9/17/15,Untreated,5,3717,0.75,0.69,0.75,0.74,0.37,0.35,0.45,0.8
16BYD00488,3,6,17,26,Everest,Rocky,9/17/15,Untreated,10,3865,0.74,0.64,0.77,0.72,0.38,0.4,0.42,0.79
16BYD00489,3,6,17,27,KS081078-M-6,Rocky,9/17/15,Untreated,25,3900,0.75,0.72,0.74,0.67,0.35,0.33,0.38,0.75
16BYD00490,3,6,17,28,KS080234-M-11,Rocky,9/17/15,Untreated,35,NA,0.7,0.84,0.72,0.73,0.34,0.3,0.37,0.74
16BYD00491,3,6,18,28,KSOCW07S031T-K-14,Rocky,9/17/15,Untreated,10,4602,0.86,0.73,0.8,0.75,0.35,0.33,0.37,0.76
16BYD00492,3,6,18,27,KS080128-K-3,Rocky,9/17/15,Untreated,15,2394,0.83,0.76,0.69,0.72,0.37,0.35,0.42,0.78
16BYD00493,3,6,18,26,KS080382-K-8,Rocky,9/17/15,Untreated,30,3680,0.65,0.77,0.65,0.68,0.37,0.36,0.39,0.76
16BYD00494,3,6,18,25,KS080080-M-14,Rocky,9/17/15,Untreated,35,3905,0.7,0.75,0.74,0.72,0.39,0.43,0.43,0.76
16BYD00495,3,6,18,24,Everest,Rocky,9/17/15,Untreated,5,4618,0.75,0.73,0.77,0.68,0.38,0.39,0.41,0.77
16BYD00496,3,6,18,23,KS080554-K-2,Rocky,9/17/15,Untreated,30,3385,0.79,0.83,0.74,0.68,0.35,0.34,0.38,0.76
16BYD00497,3,6,18,22,KS080045-M-1,Rocky,9/17/15,Untreated,25,4917,0.75,0.63,0.67,0.74,0.33,0.34,0.37,0.76
16BYD00498,3,6,18,21,KANMARK,Rocky,9/17/15,Untreated,5,549,0.69,0.7,0.8,0.68,0.36,0.33,0.37,0.76
16BYD00499,3,6,18,20,LCS-MINT,Rocky,9/17/15,Untreated,15,4173,0.86,0.72,0.7,0.73,0.35,0.34,0.36,0.77
16BYD00500,3,6,18,19,KS080315-K-5,Rocky,9/17/15,Untreated,25,3792,0.68,0.8,0.76,0.65,0.37,0.36,0.4,0.75
16BYD00501,3,6,18,18,Art,Rocky,9/17/15,Untreated,65,1489,0.65,0.74,0.63,0.69,0.37,0.4,0.42,0.76
16BYD00502,3,6,18,17,KS080426-M-7,Rocky,9/17/15,Untreated,40,3415,0.89,0.82,0.78,0.74,0.4,0.43,0.49,0.8
16BYD00503,3,6,18,16,KS10DH0003-107,Rocky,9/17/15,Untreated,10,3291,0.79,NA,0.77,0.71,0.37,NA,0.4,0.76
16BYD00504,3,6,18,15,KS080698-M-10,Rocky,9/17/15,Untreated,20,3247,0.71,NA,0.78,0.76,0.37,NA,0.44,0.76